,Name of Village,Sampled Year,Land Area,Longitude,Lattitude,pH,EC,OC,P,K,S,Zn,Fe,Cu,Mn,B,Fertility Index,Crop Name,Irrigation Pattern,Crop Rotation,Fertilizer Used,Yield Returns,YR(Label)
2744,Budhikote Budhikote Hobli,2016-17,0.4,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,1.0,High Yield of Millet,Irrigation,Yes,InOrganic,Moderate,3
2745,Budhikote Budhikote Hobli,2016-17,0.4,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,4.0,Coconut,Irrigation,No,InOrganic,Moderate,3
2746,Budhikote Budhikote Hobli,2016-17,0.4,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,2.0,Radish,Irrigation,No,InOrganic,Moderate,3
2747,Budhikote Budhikote Hobli,2016-17,0.7,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,3.0,Bean,Rainfeed,No,InOrganic,Good,2
2748,Budhikote Budhikote Hobli,2016-17,0.2,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,3.0,Bean,Rainfeed,No,InOrganic,Good,2
2749,Budhikote Budhikote Hobli,2016-17,0.2,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,1.0,Bean,Rainfeed,No,Organic,High,1
2750,Budhikote Budhikote Hobli,2016-17,0.2,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,3.0,Bean,Irrigation,No,Organic,Moderate,3
2751,Budhikote Budhikote Hobli,2016-17,0.4,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,3.0,Coconut,Rainfeed,No,Organic,Moderate,3
2752,Budhikote Budhikote Hobli,2016-17,0.2,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,1.0,"Maize, sorghum, cowpea - indigenous",Irrigation,No,InOrganic,Moderate,3
2753,Budhikote Budhikote Hobli,2018-19,0.4,78.1266666,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,4.0,Radish,Rainfeed,No,InOrganic,Moderate,3
2754,Budhikote Budhikote Hobli,2018-19,0.2,78.12666669,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,2.0,Radish,Irrigation,No,Organic,High,1
2755,Budhikote Budhikote Hobli,2018-19,0.2,78.1266666,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,1.0,Radish,Rainfeed,No,InOrganic,Moderate,3
2756,Budhikote Budhikote Hobli,2018-19,0.2,78.12666669,12.91,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,1.0,Radish,Rainfeed,No,InOrganic,Moderate,3
2757,Budhikote Budhikote Hobli,2018-19,0.2,78.12666669,12.91,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,4.0,Radish,Rainfeed,No,InOrganic,Moderate,3
2758,Budhikote Budhikote Hobli,2018-19,0.4,78.1266666,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,1.0,High Yield of Millet,Rainfeed,No,Organic,High,1
2759,Budhikote Budhikote Hobli,2018-19,0.2,78.1266666,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,3.0,Radish,Rainfeed,No,InOrganic,Good,2
2760,Budhikote Budhikote Hobli,2018-19,0.2,78.12666669,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,2.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
2761,Budhikote Budhikote Hobli,2018-19,0.4,78.1266666,12.9100001,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,3.0,High Yield of Millet,Rainfeed,Yes,Organic,Moderate,3
2762,Budhikote Budhikote Hobli,2018-19,0.7,78.126666,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,1.0,Tomato,Irrigation,No,Organic,High,1
2763,Budhikote Budhikote Hobli,2018-19,0.4,78.12666669,12.91000088,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,4.0,Tomato,Rainfeed,No,Organic,Moderate,3
2764,Budhikote Budhikote Hobli,2018-19,0.2,78.1266666,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,2.0,Radish,Rainfeed,No,InOrganic,Moderate,3
2765,Budhikote Budhikote Hobli,2018-19,0.2,78.1266666,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,4.0,High Yield of Millet,Rainfeed,Yes,Organic,Moderate,3
2766,Budhikote Budhikote Hobli,2018-19,0.4,78.1266666,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,2.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
2767,Budhikote Budhikote Hobli,2018-19,0.2,78.12666669,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,3.0,High Yield of Millet,Irrigation,Yes,InOrganic,Good,2
2768,Budhikote Budhikote Hobli,2018-19,0.4,78.126666,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,4.0,Radish,Irrigation,No,InOrganic,Moderate,3
2769,Budhikote Budhikote Hobli,2018-19,0.3,78.1266666,12.91,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,1.0,Tomato,Irrigation,No,Organic,High,1
2770,Budhikote Budhikote Hobli,2018-19,0.7,78.126666,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,1.0,Tomato,Rainfeed,No,InOrganic,Moderate,3
2771,Budhikote Budhikote Hobli,2018-19,0.4,78.1266666,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,4.0,Tomato,Rainfeed,No,Organic,Moderate,3
2772,Budhikote Budhikote Hobli,2016-17,2.0,78.22083338,13.521666974,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.19,17.11,0.3,2.0,Tomato,Rainfeed,No,Organic,High,1
2773,Budhikote Budhikote Hobli,2016-17,1.5,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,1.0,Cabbage,Irrigation,No,Organic,High,1
2774,Budhikote Budhikote Hobli,2018-19,1.5,78.1266666,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,2.0,Coconut,Rainfeed,No,Organic,High,1
2775,Budhikote Budhikote Hobli,2018-19,1.5,78.1266666,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,3.0,Coconut,Rainfeed,No,Organic,Moderate,3
2776,Budhikote Budhikote Hobli,2016-17,0.6,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,2.0,Coconut,Irrigation,No,InOrganic,Moderate,3
2777,Budhikote Budhikote Hobli,2016-17,0.8,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,3.0,Cabbage,Irrigation,No,InOrganic,Good,2
2778,Budhikote Budhikote Hobli,2016-17,0.5,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,2.0,Paddy-Local,Irrigation,No,Organic,High,1
2779,Budhikote Budhikote Hobli,2016-17,0.12,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,3.0,Radish,Irrigation,No,Organic,Moderate,3
2780,Budhikote Budhikote Hobli,2016-17,0.12,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,3.0,Tomato,Irrigation,No,InOrganic,Good,2
2781,Budhikote Budhikote Hobli,2016-17,0.5,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,4.0,Tomato,Irrigation,No,InOrganic,Moderate,3
2782,Budhikote Budhikote Hobli,2016-17,0.6,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,2.0,Buckwheat,Rainfeed,No,InOrganic,Moderate,3
2783,Budhikote Budhikote Hobli,2016-17,0.6,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,2.0,Alasande,Rainfeed,No,Organic,High,1
2784,Budhikote Budhikote Hobli,2018-19,0.12,78.12666,12.91,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,3.0,Coconut,Rainfeed,No,InOrganic,Good,2
2785,Budhikote Budhikote Hobli,2018-19,0.8,78.12666669,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,3.0,Coconut,Rainfeed,No,InOrganic,Good,2
2786,Budhikote Budhikote Hobli,2018-19,0.8,78.126666,12.91,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,2.0,Tomato,Irrigation,No,InOrganic,Moderate,3
2787,Budhikote Budhikote Hobli,2018-19,0.6,78.12666669,12.91,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,4.0,Tomato,Irrigation,No,Organic,Moderate,3
2788,Budhikote Budhikote Hobli,2018-19,0.6,78.12666,12.91,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,1.0,Green fodder,Irrigation,No,Organic,High,1
2789,Budhikote Budhikote Hobli,2018-19,0.5,78.126666,12.91,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,3.0,Paddy-Local,Irrigation,No,InOrganic,Good,2
2790,Budhikote Budhikote Hobli,2016-17,0.12,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,3.0,Paddy-Local,Rainfeed,No,Organic,Moderate,3
2791,Budhikote Budhikote Hobli,2016-17,0.21,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,1.0,Paddy-Local,Rainfeed,No,Organic,High,1
2792,Budhikote Budhikote Hobli,2016-17,0.7,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,2.0,Paddy-Local,Irrigation,No,Organic,High,1
2793,Budhikote Budhikote Hobli,2018-19,0.21,78.1266666,12.91,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,3.0,Paddy-Local,Rainfeed,No,Organic,Moderate,3
2794,Budhikote Budhikote Hobli,2018-19,0.7,78.12666669,12.91,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,4.0,Paddy-Local,Irrigation,No,InOrganic,Moderate,3
2795,Budhikote Budhikote Hobli,2018-19,0.12,78.12666669,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,4.0,Paddy-Local,Irrigation,No,Organic,Moderate,3
2796,Budhikote Budhikote Hobli,2016-17,0.2,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,3.0,Nilgiri,Rainfeed,No,InOrganic,Good,2
2797,Budhikote Budhikote Hobli,2016-17,0.1,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,4.0,Paddy-Local,Irrigation,No,InOrganic,Moderate,3
2798,Budhikote Budhikote Hobli,2016-17,0.8,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,4.0,Radish,Irrigation,No,InOrganic,Moderate,3
2799,Budhikote Budhikote Hobli,2016-17,0.15,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,1.0,Coconut,Irrigation,No,Organic,High,1
2800,Budhikote Budhikote Hobli,2016-17,0.2,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,2.0,"Maize, sorghum, cowpea - indigenous",Irrigation,No,Organic,High,1
2801,Budhikote Budhikote Hobli,2016-17,0.4,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,2.0,Tamarind,Irrigation,No,Organic,High,1
2802,Budhikote Budhikote Hobli,2016-17,0.1,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,2.0,Coconut,Irrigation,No,Organic,High,1
2803,Budhikote Budhikote Hobli,2016-17,0.2,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,2.0,Coconut,Rainfeed,No,Organic,High,1
2804,Budhikote Budhikote Hobli,2018-19,0.1,78.12666669,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,1.0,High Yield of Millet,Irrigation,Yes,Organic,High,1
2805,Budhikote Budhikote Hobli,2018-19,0.2,78.12666669,12.9100001,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,2.0,High Yield of Millet,Irrigation,Yes,Organic,High,1
2806,Budhikote Budhikote Hobli,2018-19,0.2,78.12666669,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,2.0,Tomato,Irrigation,No,InOrganic,Moderate,3
2807,Budhikote Budhikote Hobli,2018-19,0.15,78.126389,12.91,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,4.0,Tomato,Irrigation,No,Organic,Moderate,3
2808,Budhikote Budhikote Hobli,2018-19,0.8,78.12666669,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,4.0,Cabbage,Irrigation,No,InOrganic,Moderate,3
2809,Budhikote Budhikote Hobli,2018-19,0.4,78.12666669,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,3.0,Cabbage,Irrigation,No,InOrganic,Good,2
2810,Budhikote Budhikote Hobli,2018-19,0.2,78.126,12.91,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,1.0,Cabbage,Irrigation,No,Organic,High,1
2811,Budhikote Budhikote Hobli,2018-19,0.1,78.1266666,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,4.0,Tomato,Irrigation,No,Organic,Moderate,3
2812,Budhikote Budhikote Hobli,2016-17,0.3,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,1.0,Coconut,Rainfeed,No,InOrganic,Moderate,3
2813,Budhikote Budhikote Hobli,2016-17,0.3,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,1.0,Radish,Irrigation,No,Organic,High,1
2814,Budhikote Budhikote Hobli,2016-17,0.7,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,2.0,Radish,Irrigation,No,Organic,High,1
2815,Budhikote Budhikote Hobli,2016-17,0.3,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,1.0,Radish,Irrigation,No,InOrganic,Moderate,3
2816,Budhikote Budhikote Hobli,2016-17,0.3,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,1.0,Tomato,Irrigation,No,Organic,High,1
2817,Budhikote Budhikote Hobli,2016-17,0.3,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,4.0,Tomato,Irrigation,No,InOrganic,Moderate,3
2818,Budhikote Budhikote Hobli,2018-19,0.3,78.12666669,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,1.0,Tomato,Irrigation,No,Organic,High,1
2819,Budhikote Budhikote Hobli,2018-19,0.3,78.126666,12.91,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,1.0,Green fodder,Irrigation,No,InOrganic,Moderate,3
2820,Budhikote Budhikote Hobli,2018-19,0.7,78.12666669,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,3.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Good,2
2821,Budhikote Budhikote Hobli,2018-19,0.3,78.1266666,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,2.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
2822,Budhikote Budhikote Hobli,2018-19,0.3,78.1266666,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,1.0,Coconut,Irrigation,No,Organic,High,1
2823,Budhikote Budhikote Hobli,2016-17,0.27,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,1.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
2824,Budhikote Budhikote Hobli,2016-17,0.6,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,4.0,High Yield of Millet,Rainfeed,Yes,Organic,Moderate,3
2825,Budhikote Budhikote Hobli,2018-19,0.6,78.12666669,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,4.0,Coriander greens,Rainfeed,No,InOrganic,Moderate,3
2826,Budhikote Budhikote Hobli,2018-19,0.27,78.1266666,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,3.0,Beetroot,Rainfeed,No,InOrganic,Good,2
2827,Budhikote Budhikote Hobli,2016-17,0.8,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,1.0,"Maize cob, fodder",Rainfeed,No,InOrganic,Moderate,3
2828,Budhikote Budhikote Hobli,2016-17,0.7,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,1.0,"Maize, sorghum, cowpea - indigenous",Rainfeed,No,Organic,High,1
2829,Budhikote Budhikote Hobli,2016-17,0.7,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,3.0,High Yield of Millet,Rainfeed,No,InOrganic,Good,2
2830,Budhikote Budhikote Hobli,2016-17,0.32,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,1.0,"Maize, sorghum, cowpea - indigenous",Rainfeed,No,Organic,High,1
2831,Budhikote Budhikote Hobli,2016-17,0.4,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,1.0,Millet is Native,Irrigation,Yes,Organic,High,1
2832,Budhikote Budhikote Hobli,2016-17,0.4,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,2.0,Millet is Native,Rainfeed,Yes,InOrganic,Moderate,3
2833,Budhikote Budhikote Hobli,2016-17,0.5,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,1.0,High Yield of Millet,Irrigation,No,InOrganic,Moderate,3
2834,Budhikote Budhikote Hobli,2016-17,0.4,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,4.0,"Potatoes, potatoes",Irrigation,No,InOrganic,Moderate,3
2835,Budhikote Budhikote Hobli,2016-17,0.4,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,4.0,Peanut,Irrigation,No,Organic,Moderate,3
2836,Budhikote Budhikote Hobli,2016-17,0.39,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,1.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
2837,Budhikote Budhikote Hobli,2016-17,0.4,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,2.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
2838,Budhikote Budhikote Hobli,2018-19,0.4,78.1266666,12.91,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,2.0,High Yield of Millet,Irrigation,Yes,Organic,High,1
2839,Budhikote Budhikote Hobli,2018-19,0.4,78.12666669,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,3.0,High Yield of Millet,Rainfeed,Yes,Organic,Moderate,3
2840,Budhikote Budhikote Hobli,2018-19,0.4,78.1266666,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,3.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Good,2
2841,Budhikote Budhikote Hobli,2018-19,0.39,78.1266666,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,3.0,Coconut,Rainfeed,No,InOrganic,Good,2
2842,Budhikote Budhikote Hobli,2018-19,0.12,78.126666,12.9100001,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,3.0,Coriander greens,Rainfeed,No,Organic,Moderate,3
2843,Budhikote Budhikote Hobli,2018-19,0.4,78.12666669,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,4.0,"Maize, sorghum, cowpea - indigenous",Rainfeed,No,Organic,Moderate,3
2844,Budhikote Budhikote Hobli,2018-19,0.5,78.126666698,12.91,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,2.0,Green fodder,Rainfeed,No,InOrganic,Moderate,3
2845,Budhikote Budhikote Hobli,2018-19,0.4,78.12666669,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,2.0,Coconut,Rainfeed,No,InOrganic,Moderate,3
2846,Budhikote Budhikote Hobli,2016-17,0.6,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,4.0,"Maize, sorghum, cowpea - indigenous",Rainfeed,No,InOrganic,Moderate,3
2847,Budhikote Budhikote Hobli,2016-17,0.3,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,4.0,Coconut,Irrigation,No,Organic,Moderate,3
2848,Budhikote Budhikote Hobli,2016-17,0.7,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,2.0,Radish,Rainfeed,No,InOrganic,Moderate,3
2849,Budhikote Budhikote Hobli,2016-17,0.11,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,1.0,Millet is Native,Irrigation,Yes,Organic,High,1
2850,Budhikote Budhikote Hobli,2016-17,0.1,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,4.0,High yield of maize,Irrigation,No,Organic,Moderate,3
2851,Budhikote Budhikote Hobli,2016-17,0.8,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,2.0,High yield of maize,Rainfeed,No,Organic,High,1
2852,Budhikote Budhikote Hobli,2016-17,0.7,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,1.0,Nilgiri,Irrigation,No,InOrganic,Moderate,3
2853,Budhikote Budhikote Hobli,2016-17,0.3,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,4.0,Coconut,Irrigation,No,Organic,Moderate,3
2854,Budhikote Budhikote Hobli,2016-17,0.4,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,3.0,Coconut,Rainfeed,No,Organic,Moderate,3
2855,Budhikote Budhikote Hobli,2018-19,0.7,78.12666669,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,1.0,Spinach,Rainfeed,No,Organic,High,1
2856,Budhikote Budhikote Hobli,2018-19,0.3,78.12666669,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,3.0,Coconut,Rainfeed,No,InOrganic,Good,2
2857,Budhikote Budhikote Hobli,2018-19,0.3,78.1266666,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,4.0,Coconut,Rainfeed,No,InOrganic,Moderate,3
2858,Budhikote Budhikote Hobli,2018-19,0.4,78.12666669,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,1.0,"Maize, sorghum, cowpea - indigenous",Rainfeed,No,InOrganic,Moderate,3
2859,Budhikote Budhikote Hobli,2018-19,0.8,78.12666669,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,3.0,High Yield of Millet,Irrigation,Yes,InOrganic,Good,2
2860,Budhikote Budhikote Hobli,2018-19,0.1,78.12666669,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,1.0,High Yield of Millet,Irrigation,Yes,InOrganic,Moderate,3
2861,Budhikote Budhikote Hobli,2018-19,0.6,78.126666698,12.910000188,4.7,1.43,0.3,8.0,234.0,51.0,0.37,12.7,0.77,13.01,0.1,1.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
2862,Budhikote Budhikote Hobli,2016-17,0.14,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,1.0,High Yield of Millet,Irrigation,Yes,InOrganic,Moderate,3
2863,Budhikote Budhikote Hobli,2016-17,0.8,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,3.0,"Maize, sorghum, cowpea - indigenous",Irrigation,No,Organic,Moderate,3
2864,Budhikote Budhikote Hobli,2016-17,0.36,78.1299997562,13.00000026,5.7,0.6,0.19,23.0,78.0,19.5,0.54,7.29,0.49,17.11,0.3,1.0,"Maize, sorghum, cowpea - indigenous",Irrigation,No,Organic,High,1
